wehl.,wehl,0.2,11116
wierden.,wierden,0.125,10676
breukelen st. pieters,breukelen-sint pieters,0.18181818181818182,11149
sappemeer.,sappemeer,0.1,10080
leerdam.,leerdam,0.125,10685
eigelshoven,eijgelshoven,0.08333333333333333,10960
oldehove.,oldehove,0.1111111111111111,10298
raamsdonk.,raamsdonk,0.1,11391
puttershoek.,puttershoek,0.08333333333333333,10222
leusden (geene kom),leusden,0.0,10978
opmeer.,opmeer,0.14285714285714285,10609
udenhout.,udenhout,0.1111111111111111,11268
dinteloord en prinsland.,dinteloord en prinsenland,0.12,11193
kralingen.,kralingen,0.1,11367
bergschenhoek.,bergschenhoek,0.07142857142857142,10445
renen,rhenen,0.16666666666666666,10309
graauw en langendam.,graauw en langendam,0.05,10312
vinkeveen en waverveen.,vinkeveen en waverveen,0.043478260869565216,11048
de werken en sleeuwijk.,de werken en sleeuwijk,0.043478260869565216,10116
dreumel (geene kom),dreumel,0.0,11232
maarn.,maarn,0.16666666666666666,10392
almelo (ambt),almelo,0.0,11053
bakel en milheeze.,bakel en milheeze,0.05555555555555555,10749
oudshoorn.,oudshoorn,0.1,11011
voerendael.,voerendael,0.09090909090909091,11341
ijlst.,ijlst,0.16666666666666666,11062
losse,losser,0.16666666666666666,11166
voorst.,voorst,0.14285714285714285,10912
rozenburg.,rozenburg,0.1,11314
nieuwe-pekela,nieuwe pekela,0.07692307692307693,10950
rijsen,rijssen,0.14285714285714285,10358
gouderak.,gouderak,0.1111111111111111,11258
spaarndam.,spaarndam,0.1,10192
benschop.,benschop,0.1111111111111111,11330
wedde.,wedde,0.16666666666666666,10247
veur.,veur,0.2,10366
ijerseke,yerseke,0.25,11247
naarden.,naarden,0.125,10187
engwirden,aengwirden,0.1,10157
gulpen.,gulpen,0.14285714285714285,11032
langbroek (geene kom),langbroek,0.0,11413
vollenhoven (ambt),vollenhove,0.09090909090909091,11088
zundert.,zundert,0.125,11192
brunssum.,brunssum,0.1111111111111111,10533
eelde.,eelde,0.16666666666666666,10622
hardenberg (stad),hardenberg,0.0,10174
colijnsplaat.,colijnsplaat,0.07692307692307693,10121
midwolde,midwolda,0.125,10356
dokkum.,dokkum,0.14285714285714285,10198
tegelen.,tegelen,0.125,11333
veghel.,veghel,0.14285714285714285,10985
limbricht.,limbricht,0.1,11124
veldhuizen (geene kom),veldhuizen,0.0,10713
zoeterwoude.,zoeterwoude,0.08333333333333333,11074
westdorpe.,westdorpe,0.1,10915
sijbekarspel.,sijbekarspel,0.07692307692307693,11167
obdam.,obdam,0.16666666666666666,11338
ammerzoden.,ammerzoden,0.09090909090909091,10151
brandwijk.,brandwijk,0.1,10169
waalre.,waalre,0.14285714285714285,10959
helden.,helden,0.14285714285714285,10205
ijzendoorn.,ijzendoorn,0.09090909090909091,11430
winschoten.,winschoten,0.09090909090909091,10453
haarlemmermeer.,haarlemmermeer,0.06666666666666667,11387
ewijk (geene kom),ewijk,0.0,10471
molenaarsgraaf.,molenaarsgraaf,0.06666666666666667,10166
heino.,heino,0.16666666666666666,10854
nieuwendam.,nieuwendam,0.09090909090909091,10177
't bildt,het bildt,0.2222222222222222,10128
borkel,boekel,0.16666666666666666,10432
vrouwepolder,vrouwenpolder,0.07692307692307693,10635
oud-valkenburg.,oud-valkenburg,0.06666666666666667,10868
ferwerderadeel (vervolg),ferwerderadeel,0.0,11284
westzaan.,westzaan,0.1111111111111111,11381
vierpolders (geene kom),vierpolders,0.0,11056
oirsbeek.,oirsbeek,0.1111111111111111,10504
dreumel.,dreumel,0.125,11232
nieuwer amstel.,nieuwer-amstel,0.13333333333333333,10799
nieuwvosmeer,nieuw-vosmeer,0.07692307692307693,10401
haren.,haren,0.16666666666666666,11058
ruephen c.a.,nuenen c.a.,0.25,10761
capelle aan den ijssel.,capelle aan den ijssel,0.043478260869565216,11248
gent,gendt,0.2,10440
heerewaarden.,heerewaarden,0.07692307692307693,10067
breda.,breda,0.16666666666666666,10154
st. maartensdijk.,sint maartensdijk,0.23529411764705882,10716
heinenoord.,heinenoord,0.09090909090909091,10821
ste. geertruid,sint geertruid,0.21428571428571427,10288
amersfoort.,amersfoort,0.09090909090909091,10948
everdingen.,everdingen,0.09090909090909091,10638
wageningen.,wageningen,0.09090909090909091,11010
hulst.,hulst,0.16666666666666666,11408
oud-vossemeer.,oud-vossemeer,0.07142857142857142,10134
lith.,lith,0.2,11219
almelo (stad),almelo,0.0,11053
linden.,linden,0.14285714285714285,11305
huissen.,huissen,0.125,11047
nuland.,nuland,0.14285714285714285,10118
herten.,herten,0.14285714285714285,10138
nieuwe-schans,nieuweschans,0.07692307692307693,10008
moergestel.,moergestel,0.09090909090909091,11191
nieuwstad,nieuwstadt,0.1,11140
hardenberg (ambt),hardenberg,0.0,10174
achttienhoven (geene kom),achttienhoven,0.0,10972
burgh.,burgh,0.16666666666666666,11000
posterholt.,posterholt,0.09090909090909091,10456
nut,nuth,0.25,10104
duivendijke (geene kom),duivendijke,0.0,10335
baexum,baexem,0.16666666666666666,11255
st. philipsland.,sint philipsland,0.25,10394
s gravenpolder,'s-gravenpolder,0.13333333333333333,11059
oeffelt.,oeffelt,0.125,10360
berkhout.,berkhout,0.1111111111111111,10354
eijgelshoven.,eijgelshoven,0.07692307692307693,10960
roggel.,roggel,0.14285714285714285,10505
nieuweniedorp,nieuwe niedorp,0.07142857142857142,10073
eenrum.,eenrum,0.14285714285714285,10904
berchem.,berghem,0.25,10733
asten.,asten,0.16666666666666666,10478
rauwerderhem (vervolg),rauwerderhem,0.0,10330
huizen.,huizen,0.14285714285714285,11170
barendrecht (oost- en west-).,barendrecht,0.0,10943
s heer arendskerke,'s-heer arendskerke,0.10526315789473684,10875
sluis.,sluis,0.16666666666666666,10895
wijk bij duurstede.,wijk bij duurstede,0.05263157894736842,10760
warmond.,warmond,0.125,10204
vleuten.,vleuten,0.125,10658
monster.,monster,0.125,10019
smallingerland.,smallingerland,0.06666666666666667,10405
beegden.,beegden,0.125,11089
weerselo.,weerselo,0.1111111111111111,10893
baarle-nassau.,baarle-nassau,0.07142857142857142,10060
buurmalsen (geene kom),buurmalsen,0.0,10460
onstwedde.,onstwedde,0.1,10610
staphorst.,staphorst,0.1,11362
ovezande.,ovezande,0.1111111111111111,11422
katwoude.,katwoude,0.1111111111111111,11136
oudorp.,oudorp,0.14285714285714285,10363
middelburg (vervolg),middelburg,0.0,10483
's gravezande.,'s-gravenzande,0.21428571428571427,10640
bergambacht.,bergambacht,0.08333333333333333,10962
petten.,petten,0.14285714285714285,11057
's heer arendskerke,'s-heer arendskerke,0.05263157894736842,10875
vorden.,vorden,0.14285714285714285,10957
